sample	region	gene	qv1	qv2	qv_sum	qv_fraction	error_rate1	error_rate2	avg_error_rate	condition
HG00673	chr9_136428432_136439870	INPP5E	17.48	19.695	37.175	0.47	0.0178648757485205	0.0107275364783553	0.0142962061134379	CMRGs-30X
HG00735	chr9_136428432_136439870	INPP5E	40.477	24.3499	64.8269	0.77	8.95983475288349e-05	0.00367290757582951	0.00188125296167917	CMRGs-30X
HG00741	chr9_136428432_136439870	INPP5E	43.5927	21.423	65.0157	0.75	4.37250183086869e-05	0.00720609527789415	0.00362491014810142	CMRGs-30X
HG01071	chr9_136428432_136439870	INPP5E	24.3499	17.48	41.8299	0.53	0.00367290757582951	0.0178648757485205	0.010768891662175	CMRGs-30X
HG01106	chr9_136428432_136439870	INPP5E	37.5721	40.5824	78.1545	0.93	0.000174900076727171	8.74500374904796e-05	0.000131175057108825	CMRGs-30X
HG01109	chr9_136428432_136439870	INPP5E	43.4873	43.4502	86.9375	1	4.47991733171402e-05	4.5183513611882e-05	4.49913434645111e-05	CMRGs-30X
HG01175	chr9_136428432_136439870	INPP5E	43.497	43.497	86.994	1	4.46992256841868e-05	4.46992256841868e-05	4.46992256841868e-05	CMRGs-30X
HG01243	chr9_136428432_136439870	INPP5E	19.4429	24.2609	43.7038	0.52	0.0113686788914247	0.00374895303644533	0.00755881596393503	CMRGs-30X
HG01258	chr9_136428432_136439870	INPP5E	43.497	17.4373	60.9343	0.72	4.46992256841868e-05	0.0180413902185109	0.00904304472209755	CMRGs-30X
HG01358	chr9_136428432_136439870	INPP5E	43.497	19.5757	63.0727	0.72	4.46992256841868e-05	0.011026304964879	0.00553550209528158	CMRGs-30X
HG01361	chr9_136428432_136439870	INPP5E	43.497	32.0358	75.5328	1	4.46992256841868e-05	0.000625777580813471	0.000335238403248829	CMRGs-30X
HG01891	chr9_136428432_136439870	INPP5E	43.5927	43.5927	87.1854	1	4.37250183086869e-05	4.37250183086869e-05	4.37250183086869e-05	CMRGs-30X
HG01928	chr9_136428432_136439870	INPP5E	40.4867	40.477	80.9637	1	8.93984522609326e-05	8.95983475288349e-05	8.94983998948837e-05	CMRGs-30X
HG01952	chr9_136428432_136439870	INPP5E	43.497	43.4873	86.9843	1	4.46992256841868e-05	4.47991733171402e-05	4.47491995006635e-05	CMRGs-30X
HG01978	chr9_136428432_136439870	INPP5E	40.477	43.5927	84.0697	1	8.95983475288349e-05	4.37250183086869e-05	6.66616829187609e-05	CMRGs-30X
HG02055	chr9_136428432_136439870	INPP5E	13.63	29.7593	43.3893	0.69	0.0433510878387529	0.00105698786179908	0.022204037850276	CMRGs-30X
HG02080	chr9_136428432_136439870	INPP5E	15.384	21.219	36.603	0.52	0.0289467626417603	0.00755266114094806	0.0182497118913542	CMRGs-30X
HG02145	chr9_136428432_136439870	INPP5E	15.2004	35.7155	50.9159	0.81	0.0301967358537829	0.000268194581941036	0.0152324652178619	CMRGs-30X
HG02148	chr9_136428432_136439870	INPP5E	43.497	43.497	86.994	1	4.46992256841868e-05	4.46992256841868e-05	4.46992256841868e-05	CMRGs-30X
HG02257	chr9_136428432_136439870	INPP5E	24.2445	32.7118	56.9563	0.75	0.00376313674486748	0.000535574634395597	0.00214935568963154	CMRGs-30X
HG02572	chr9_136428432_136439870	INPP5E	35.8111	20.7353	56.5464	0.71	0.000262355395403817	0.00844247921314362	0.00435241730427372	CMRGs-30X
HG02622	chr9_136428432_136439870	INPP5E	23.9231	37.5721	61.4952	0.73	0.00405219186177894	0.000174900076727171	0.00211354596925305	CMRGs-30X
HG02630	chr9_136428432_136439870	INPP5E	33.5927	20.9759	54.5686	0.78	0.000437250183086869	0.00798748397761109	0.00421236708034898	CMRGs-30X
HG02717	chr9_136428432_136439870	INPP5E	19.5919	43.4982	63.0901	0.82	0.0109852513924326	4.46868765378756e-05	0.00551496913448526	CMRGs-30X
HG02723	chr9_136428432_136439870	INPP5E	19.4765	14.5729	34.0494	0.49	0.0112810623614219	0.0348907254967409	0.0230858939290814	CMRGs-30X
HG02886	chr9_136428432_136439870	INPP5E	20.7353	43.497	64.2323	0.74	0.00844247921314362	4.46992256841868e-05	0.0042435892194139	CMRGs-30X
HG03098	chr9_136428432_136439870	INPP5E	43.5927	40.5824	84.1751	1	4.37250183086869e-05	8.74500374904796e-05	6.55875278995832e-05	CMRGs-30X
HG03453	chr9_136428432_136439870	INPP5E	25.2805	37.483	62.7635	0.77	0.00296449007034459	0.00017852539390862	0.00157150773212661	CMRGs-30X
HG03486	chr9_136428432_136439870	INPP5E	40.5824	43.5927	84.1751	0.97	8.74500374904796e-05	4.37250183086869e-05	6.55875278995832e-05	CMRGs-30X
HG03516	chr9_136428432_136439870	INPP5E	20.7353	40.5824	61.3177	0.7	0.00844247921314362	8.74500374904796e-05	0.00426496462531705	CMRGs-30X
HG03540	chr9_136428432_136439870	INPP5E	15.3843	43.5927	58.977	0.8	0.028944763139297	4.37250183086869e-05	0.0144942440788028	CMRGs-30X
HG03579	chr9_136428432_136439870	INPP5E	43.4502	40.5824	84.0326	1	4.5183513611882e-05	8.74500374904796e-05	6.63167755511808e-05	CMRGs-30X
NA18906	chr9_136428432_136439870	INPP5E	43.5927	24.2887	67.8814	1	4.37250183086869e-05	0.00372503193206674	0.00188437847518771	CMRGs-30X
NA20129	chr9_136428432_136439870	INPP5E	37.5721	31.5515	69.1236	0.9	0.000174900076727171	0.000699600320878375	0.000437250198802773	CMRGs-30X
HG00438	chr19_17812734_17824853	INSL3	34.8123	34.8166	69.6289	0.96	0.000330194625442592	0.000329867857711943	0.000330031241577268	CMRGs-30X
HG00621	chr19_17812734_17824853	INSL3	40.8314	33.8468	74.6782	1	8.25771709318691e-05	0.000412401275665029	0.000247489223298449	CMRGs-30X
HG00673	chr19_17812734_17824853	INSL3	40.8368	40.8343	81.6711	1	8.24745586190395e-05	8.25220484587095e-05	8.24983035388745e-05	CMRGs-30X
HG00735	chr19_17812734_17824853	INSL3	43.8417	33.0567	76.8984	0.96	4.12885850537072e-05	0.000494686433223048	0.000267987509138378	CMRGs-30X
HG00741	chr19_17812734_17824853	INSL3	34.8151	30.4211	65.2362	0.98	0.000329981809711398	0.000907590622553228	0.000618786216132313	CMRGs-30X
HG01071	chr19_17812734_17824853	INSL3	37.8265	36.0638	73.8903	0.9	0.000164949118884939	0.000247525530516898	0.000206237324700919	CMRGs-30X
HG01106	chr19_17812734_17824853	INSL3	37.8247	36.0638	73.8885	0.94	0.000165017498743305	0.000247525530516898	0.000206271514630102	CMRGs-30X
HG01109	chr19_17812734_17824853	INSL3	43.8417	43.8471	87.6888	1	4.12885850537072e-05	4.12372788978045e-05	4.12629319757559e-05	CMRGs-30X
HG01175	chr19_17812734_17824853	INSL3	37.8247	43.8446	81.6693	0.96	0.000165017498743305	4.12610238174025e-05	0.000103139261280354	CMRGs-30X
HG01243	chr19_17812734_17824853	INSL3	43.8417	37.8219	81.6636	1	4.12885850537072e-05	0.000165123923760143	0.000103206254406925	CMRGs-30X
HG01258	chr19_17812734_17824853	INSL3	33.0546	31.2905	64.3451	0.9	0.000494925693162042	0.00074293359958124	0.000618929646371641	CMRGs-30X
HG01358	chr19_17812734_17824853	INSL3	27.4147	32.3823	59.797	0.93	0.00181355194727441	0.000577789971932379	0.00119567095960339	CMRGs-30X
HG01361	chr19_17812734_17824853	INSL3	27.824	30.8361	58.6601	0.79	0.00165044098565228	0.000824878530186586	0.00123765975791943	CMRGs-30X
HG01891	chr19_17812734_17824853	INSL3	40.839	30.4215	71.2605	0.97	8.24327901675981e-05	0.000907507034217151	0.000494969912192374	CMRGs-30X
HG01928	chr19_17812734_17824853	INSL3	36.0606	34.8108	70.8714	0.9	0.000247707981276933	0.000330308690323115	0.000289008335800024	CMRGs-30X
HG01952	chr19_17812734_17824853	INSL3	30.8343	40.8343	71.6686	0.91	0.000825220484587095	8.25220484587095e-05	0.000453871266522902	CMRGs-30X
HG01978	chr19_17812734_17824853	INSL3	32.3848	36.0635	68.4483	0.93	0.000577457465000686	0.000247542629565373	0.000412500047283029	CMRGs-30X
HG02055	chr19_17812734_17824853	INSL3	43.8435	40.8336	84.6771	1	4.12714759130429e-05	8.25353505134034e-05	6.19034132132231e-05	CMRGs-30X
HG02080	chr19_17812734_17824853	INSL3	33.0557	34.8162	67.8719	0.94	0.000494800352098624	0.0003298982410636	0.000412349296581112	CMRGs-30X
HG02145	chr19_17812734_17824853	INSL3	43.846	30.4207	74.2667	0.97	4.12477249784664e-05	0.000907674218588431	0.000474460971783449	CMRGs-30X
HG02148	chr19_17812734_17824853	INSL3	33.0514	30.0436	63.095	0.85	0.00049529050227361	0.00099001095426017	0.00074265072826689	CMRGs-30X
HG02257	chr19_17812734_17824853	INSL3	36.0624	32.3848	68.4472	0.98	0.0002476053361829	0.000577457465000686	0.000412531400591793	CMRGs-30X
HG02572	chr19_17812734_17824853	INSL3	32.3808	29.3766	61.7574	0.98	0.00057798956798585	0.00115435662564292	0.000866173096814387	CMRGs-30X
HG02622	chr19_17812734_17824853	INSL3	43.8435	26.2139	70.0574	1	4.12714759130429e-05	0.00239116750398231	0.00121621948994768	CMRGs-30X
HG02630	chr19_17812734_17824853	INSL3	26.0663	40.8336	66.8999	1	0.00247383084370953	8.25353505134034e-05	0.00127818309711146	CMRGs-30X
HG02717	chr19_17812734_17824853	INSL3	29.3748	30.8368	60.2116	1	0.00115483516558966	0.000824745586190394	0.000989790375890025	CMRGs-30X
HG02723	chr19_17812734_17824853	INSL3	37.8262	37.8193	75.6455	1	0.00016496051355996	0.000165222808447133	0.000165091661003547	CMRGs-30X
HG02886	chr19_17812734_17824853	INSL3	26.6839	28.7949	55.4788	0.78	0.00214590257054821	0.00131980570100657	0.00173285413577739	CMRGs-30X
HG03098	chr19_17812734_17824853	INSL3	43.845	28.5316	72.3766	0.99	4.1257223711672e-05	0.00140229698408333	0.000721777103897503	CMRGs-30X
HG03453	chr19_17812734_17824853	INSL3	33.8485	43.845	77.6935	1	0.000412239877120925	4.1257223711672e-05	0.000226748550416298	CMRGs-30X
HG03486	chr19_17812734_17824853	INSL3	30.0411	33.8464	63.8875	0.99	0.000990581014437232	0.000412439260975478	0.000701510137706355	CMRGs-30X
HG03516	chr19_17812734_17824853	INSL3	26.066	23.7622	49.8282	0.92	0.00247400173579256	0.0042051355540725	0.00333956864493253	CMRGs-30X
HG03540	chr19_17812734_17824853	INSL3	30.4186	29.372	59.7906	0.97	0.000908113224115126	0.00115557995540213	0.00103184658975863	CMRGs-30X
HG03579	chr19_17812734_17824853	INSL3	33.0557	33.0521	66.1078	0.81	0.000494800352098624	0.000495210677310008	0.000495005514704316	CMRGs-30X
NA18906	chr19_17812734_17824853	INSL3	31.8027	40.8357	72.6384	0.92	0.000660282823884121	8.24954507805716e-05	0.000371389137332346	CMRGs-30X
NA20129	chr19_17812734_17824853	INSL3	25.5249	40.8343	66.3592	1	0.00280227014557852	8.25220484587095e-05	0.00144239609701862	CMRGs-30X
HG00438	chr14_105140519_105169057	JAG2	26.6397	24.4236	51.0633	0.62	0.00216785384968637	0.00361110403065985	0.00288947894017311	CMRGs-30X
HG00621	chr14_105140519_105169057	JAG2	41.5541	44.7302	86.2843	1	6.99181615014469e-05	3.3649607280185e-05	5.17838843908159e-05	CMRGs-30X
HG00673	chr14_105140519_105169057	JAG2	40.0398	27.1562	67.196	0.88	9.90877575440761e-05	0.00192477513657077	0.00101193144705742	CMRGs-30X
HG00735	chr14_105140519_105169057	JAG2	36.7832	28.5361	65.3193	0.85	0.000209739389719604	0.00140084472794134	0.000805292058830473	CMRGs-30X
HG00741	chr14_105140519_105169057	JAG2	47.8213	27.317	75.1383	0.81	1.65146738049183e-05	0.00185481244002791	0.000935663556916413	CMRGs-30X
HG01071	chr14_105140519_105169057	JAG2	13.1322	19.0476	32.1798	0.54	0.0486160869414047	0.0124520254602748	0.0305340562008397	CMRGs-30X
HG01106	chr14_105140519_105169057	JAG2	41.747	38.5437	80.2907	0.98	6.68805752684925e-05	0.000139839544286457	0.000103360059777475	CMRGs-30X
HG01109	chr14_105140519_105169057	JAG2	44.5518	47.5645	92.1163	1	3.50606529588213e-05	1.75206413643555e-05	2.62906471615884e-05	CMRGs-30X
HG01175	chr14_105140519_105169057	JAG2	26.8216	21.0566	47.8782	0.86	0.00207893063964917	0.0078404321347239	0.00495968138718653	CMRGs-30X
HG01258	chr14_105140519_105169057	JAG2	14.3266	44.7573	59.0839	0.66	0.0369266576460902	3.34402873003766e-05	0.0184800489666953	CMRGs-30X
HG01358	chr14_105140519_105169057	JAG2	36.114	47.5645	83.6785	0.96	0.000244680860969562	1.75206413643555e-05	0.000131100751166959	CMRGs-30X
HG01361	chr14_105140519_105169057	JAG2	36.1143	47.5621	83.6764	1	0.000244663959598231	1.7530326304387e-05	0.000131097142951309	CMRGs-30X
HG01891	chr14_105140519_105169057	JAG2	44.7573	44.6201	89.3774	0.97	3.34402873003766e-05	3.4513579219906e-05	3.39769332601413e-05	CMRGs-30X
HG01928	chr14_105140519_105169057	JAG2	14.2305	39.7931	54.0236	0.7	0.0377528723822714	0.000104879353113345	0.0189288758676924	CMRGs-30X
HG01952	chr14_105140519_105169057	JAG2	47.5621	39.7931	87.3552	1	1.7530326304387e-05	0.000104879353113345	6.12048397088659e-05	CMRGs-30X
HG01978	chr14_105140519_105169057	JAG2	44.5518	47.5621	92.1139	0.97	3.50606529588213e-05	1.7530326304387e-05	2.62954896316041e-05	CMRGs-30X
HG02055	chr14_105140519_105169057	JAG2	44.5542	35.5252	80.0794	1	3.50412830785651e-05	0.000280207657830026	0.000157624470454296	CMRGs-30X
HG02080	chr14_105140519_105169057	JAG2	41.8007	24.4236	66.2243	0.74	6.60586965387403e-05	0.00361110403065985	0.00183858136359929	CMRGs-30X
HG02145	chr14_105140519_105169057	JAG2	34.8123	27.309	62.1213	0.91	0.000330194625442592	0.00185823227962933	0.00109421345253596	CMRGs-30X
HG02148	chr14_105140519_105169057	JAG2	47.5621	30.5849	78.147	1	1.7530326304387e-05	0.000873997116886226	0.000445763721595306	CMRGs-30X
HG02257	chr14_105140519_105169057	JAG2	47.57	44.5542	92.1242	1	1.74984668862466e-05	3.50412830785651e-05	2.62698749824058e-05	CMRGs-30X
HG02572	chr14_105140519_105169057	JAG2	36.7406	39.7751	76.5157	0.99	0.000211806849305768	0.000105314943718858	0.000158560896512313	CMRGs-30X
HG02622	chr14_105140519_105169057	JAG2	44.5222	39.7509	84.2731	1	3.53004303553394e-05	0.000105903423595539	7.0601926975439e-05	CMRGs-30X
HG02630	chr14_105140519_105169057	JAG2	27.1585	37.5325	64.691	0.95	0.00192375605598089	0.00017650215001449	0.00105012910299769	CMRGs-30X
HG02717	chr14_105140519_105169057	JAG2	47.5621	47.6583	95.2204	1	1.7530326304387e-05	1.71462834936886e-05	1.73383048990378e-05	CMRGs-30X
HG02723	chr14_105140519_105169057	JAG2	27.4114	47.5325	74.9439	1	0.00181493050399249	1.7650215001449e-05	0.000916290359496968	CMRGs-30X
HG02886	chr14_105140519_105169057	JAG2	36.7406	37.5325	74.2731	0.99	0.000211806849305768	0.00017650215001449	0.000194154499660129	CMRGs-30X
HG03098	chr14_105140519_105169057	JAG2	19.0476	28.646	47.6936	0.68	0.0124520254602748	0.0013658405430725	0.00690893300167363	CMRGs-30X
HG03453	chr14_105140519_105169057	JAG2	47.6305	44.6076	92.2381	1	1.72563920899739e-05	3.46130603824023e-05	2.59347262361881e-05	CMRGs-30X
HG03486	chr14_105140519_105169057	JAG2	27.3853	39.7509	67.1362	1	0.0018258706180446	0.000105903423595539	0.00096588702082007	CMRGs-30X
HG03516	chr14_105140519_105169057	JAG2	5.81337	34.5561	40.36947	0.97	0.262218301529206	0.000350259561796503	0.131284280545501	CMRGs-30X
HG03540	chr14_105140519_105169057	JAG2	41.747	17.1575	58.9045	0.75	6.68805752684925e-05	0.0192419906818431	0.00965443562855578	CMRGs-30X
HG03579	chr14_105140519_105169057	JAG2	44.5222	38.5257	83.0479	1	3.53004303553394e-05	0.000140420333450027	8.78603819026831e-05	CMRGs-30X
NA18906	chr14_105140519_105169057	JAG2	39.959	6.01553	45.97453	0.97	0.000100948530189857	0.250292018084942	0.125196483307566	CMRGs-30X
NA20129	chr14_105140519_105169057	JAG2	21.1212	22.1456	43.2668	0.75	0.0077246711505341	0.00610154754826861	0.00691310934940136	CMRGs-30X
HG00438	chr21_34372623_34512210	KCNE1	28.6114	28.8641	57.4755	0.93	0.00137676558056512	0.00129894271929209	0.0013378541499286	CMRGs-30X
HG00621	chr21_34372623_34512210	KCNE1	43.0144	38.2433	81.2577	1	4.99528187810789e-05	0.000149854572819196	9.99036958001376e-05	CMRGs-30X
HG00673	chr21_34372623_34512210	KCNE1	31.2964	29.4242	60.7206	0.94	0.000741924990825999	0.00114177360771972	0.000941849299272858	CMRGs-30X
HG00735	chr21_34372623_34512210	KCNE1	26.9815	30.6761	57.6576	0.89	0.00200377982679942	0.000855834914666779	0.0014298073707331	CMRGs-30X
HG00741	chr21_34372623_34512210	KCNE1	48.4548	32.2231	80.6779	1	1.427315558962e-05	0.000599363097322417	0.000306818126456019	CMRGs-30X
HG01071	chr21_34372623_34512210	KCNE1	31.9231	32.2765	64.1996	0.96	0.000642229129627977	0.000592038568681715	0.000617133849154846	CMRGs-30X
HG01106	chr21_34372623_34512210	KCNE1	40.0046	30.0362	70.0408	0.98	9.98941371600047e-05	0.000991699284740023	0.000545796710950014	CMRGs-30X
HG01109	chr21_34372623_34512210	KCNE1	39.7041	23.5628	63.2669	0.87	0.000107050820418725	0.00440270918832158	0.00225488000437015	CMRGs-30X
HG01175	chr21_34372623_34512210	KCNE1	31.924	36.8433	68.7673	0.99	0.000642096052567594	0.000206856894298406	0.000424476473433	CMRGs-30X
HG01243	chr21_34372623_34512210	KCNE1	34.5639	38.0408	72.6047	0.97	0.000349631054462558	0.00015700735594561	0.000253319205204084	CMRGs-30X
HG01258	chr21_34372623_34512210	KCNE1	27.6851	37.3152	65.0003	0.98	0.00170408008096987	0.00018555813547866	0.000944819108224267	CMRGs-30X
HG01358	chr21_34372623_34512210	KCNE1	44.4766	34.223	78.6996	0.98	3.56730300771613e-05	0.000378181256110951	0.000206927143094056	CMRGs-30X
HG01361	chr21_34372623_34512210	KCNE1	32.6005	32.8935	65.494	0.98	0.000549477609268291	0.000513629548231525	0.000531553578749908	CMRGs-30X
HG01891	chr21_34372623_34512210	KCNE1	46.694	39.1605	85.8545	1	2.14091783457046e-05	0.00012132491619523	7.13670472704671e-05	CMRGs-30X
HG01928	chr21_34372623_34512210	KCNE1	31.9731	32.6026	64.5757	1	0.000634877593572569	0.000549211977515708	0.000592044785544139	CMRGs-30X
HG01952	chr21_34372623_34512210	KCNE1	34.9354	28.183	63.1184	0.9	0.000320966716932531	0.0015194975354069	0.000920232126169713	CMRGs-30X
HG01978	chr21_34372623_34512210	KCNE1	34.9359	43.6837	78.6196	0.92	0.000320929766400728	4.281835711891e-05	0.000181874061759819	CMRGs-30X
HG02055	chr21_34372623_34512210	KCNE1	34.4758	22.7977	57.2735	0.88	0.00035679601897412	0.00525085469041221	0.00280382535469316	CMRGs-30X
HG02080	chr21_34372623_34512210	KCNE1	29.0365	26.54	55.5765	0.89	0.00124838919176848	0.00221819641980022	0.00173329280578435	CMRGs-30X
HG02145	chr21_34372623_34512210	KCNE1	31.012	29.2156	60.2276	0.98	0.000792136454152851	0.0011979536083497	0.000995045031251274	CMRGs-30X
HG02148	chr21_34372623_34512210	KCNE1	41.0517	40.6738	81.7255	1	7.84928322543687e-05	8.56288280230966e-05	8.20608301387326e-05	CMRGs-30X
HG02257	chr21_34372623_34512210	KCNE1	31.6432	28.46	60.1032	1	0.000684983326096741	0.00142560759360219	0.00105529545984946	CMRGs-30X
HG02572	chr21_34372623_34512210	KCNE1	32.0703	23.154	55.2243	0.87	0.000620826147597844	0.00483726633653255	0.0027290462420652	CMRGs-30X
HG02622	chr21_34372623_34512210	KCNE1	31.254	35.3447	66.5987	0.89	0.00074920384921275	0.000292098952804658	0.000520651401008704	CMRGs-30X
HG02630	chr21_34372623_34512210	KCNE1	33.9063	44.4787	78.385	1	0.000406789748741288	3.56557848075826e-05	0.000221222766774435	CMRGs-30X
HG02717	chr21_34372623_34512210	KCNE1	32.2231	33.2045	65.4276	1	0.000599363097322417	0.000478134410238738	0.000538748753780578	CMRGs-30X
HG02723	chr21_34372623_34512210	KCNE1	45.4438	33.2692	78.713	1	2.8550912956861e-05	0.000471064091617752	0.000249807502287306	CMRGs-30X
HG02886	chr21_34372623_34512210	KCNE1	37.8502	28.2654	66.1156	0.97	0.000164051422298805	0.00149093942853257	0.000827495425415687	CMRGs-30X
HG03098	chr21_34372623_34512210	KCNE1	31.5101	35.2401	66.7502	1	0.000706301290887488	0.000299219573796195	0.000502760432341842	CMRGs-30X
HG03453	chr21_34372623_34512210	KCNE1	51.4651	29.2663	80.7314	1	7.13657772355804e-06	0.00118404988511528	0.000595593231419419	CMRGs-30X
HG03486	chr21_34372623_34512210	KCNE1	25.7303	28.6782	54.4085	0.96	0.00267282177029927	0.00135575120777438	0.00201428648903682	CMRGs-30X
HG03516	chr21_34372623_34512210	KCNE1	51.4651	28.1634	79.6285	0.96	7.13657772355804e-06	0.00152637062695446	0.000766753602339011	CMRGs-30X
HG03540	chr21_34372623_34512210	KCNE1	27.7952	33.4034	61.1986	1	0.0016614221646867	0.000456730484939331	0.00105907632481301	CMRGs-30X
HG03579	chr21_34372623_34512210	KCNE1	30.8962	23.2179	54.1141	0.87	0.000813542039747255	0.00476661417318934	0.0027900781064683	CMRGs-30X
NA18906	chr21_34372623_34512210	KCNE1	37.1515	33.0768	70.2283	1	0.000192685928462781	0.000492402217409937	0.000342544072936359	CMRGs-30X
NA20129	chr21_34372623_34512210	KCNE1	36.6939	23.444	60.1379	0.86	0.000214096713159293	0.00452480637855549	0.00236945154585739	CMRGs-30X
HG00438	chr1_233614106_233672514	KCNK1	29.4706	28.6893	58.1599	0.85	0.00112963983838054	0.00135229050910718	0.00124096517374386	CMRGs-30X
HG00621	chr1_233614106_233672514	KCNK1	34.0461	32.4807	66.5268	0.97	0.000393903645375824	0.000564845925068275	0.000479374785222049	CMRGs-30X
HG00673	chr1_233614106_233672514	KCNK1	33.5157	36.5228	70.0385	0.97	0.000445071720052922	0.000222699888708077	0.0003338858043805	CMRGs-30X
HG00735	chr1_233614106_233672514	KCNK1	33.6843	35.1125	68.7968	1	0.000428124419528761	0.000308141363533395	0.000368132891531078	CMRGs-30X
HG00741	chr1_233614106_233672514	KCNK1	39.2126	44.6535	83.8661	1	0.000119878141126598	3.42491659628916e-05	7.70636535447449e-05	CMRGs-30X
HG01071	chr1_233614106_233672514	KCNK1	39.8837	42.8934	82.7771	0.98	0.000102714084595174	5.13641375125098e-05	7.70391110538419e-05	CMRGs-30X
HG01106	chr1_233614106_233672514	KCNK1	32.6167	34.0494	66.6661	1	0.000547431772615705	0.000393604450163988	0.000470518111389846	CMRGs-30X
HG01109	chr1_233614106_233672514	KCNK1	27.4559	33.3512	60.8071	0.96	0.00179642876288857	0.000462253278450755	0.00112934102066966	CMRGs-30X
HG01175	chr1_233614106_233672514	KCNK1	39.2126	30.3424	69.555	1	0.000119878141126598	0.000924187308013296	0.000522032724569947	CMRGs-30X
HG01243	chr1_233614106_233672514	KCNK1	41.6414	27.2145	68.8559	0.94	6.85267286769813e-05	0.00189910947257382	0.000983818100625399	CMRGs-30X
HG01258	chr1_233614106_233672514	KCNK1	31.5374	31.8674	63.4048	0.99	0.000701875365882286	0.000650519021394996	0.000676197193638641	CMRGs-30X
HG01358	chr1_233614106_233672514	KCNK1	26.8749	32.8936	59.7685	0.88	0.00205357231116267	0.000513617721610275	0.00128359501638647	CMRGs-30X
